,toponym,pid,type,scale
18924,Mount Laura,31296,mountain,5
18925,Mount Lavoisier,3751,hill,5
18926,Mount Learmont,31297,hill,5
18927,Mount Leitch,31298,hill,5
18928,Mount Leslie,31299,hill,5
18929,Mount Lester,31300,mountain,5
18930,Mount Lima,31301,hill,5
18931,Mount Lindsay,31302,hill,5
18932,Mount Linton,31303,hill,5
18933,Mount Lion,31304,mountain,5
18934,Mount Lippe,50378,mountain,5
18935,Mount Little,31305,hill,5
18936,Mount Liverpool,31306,mountain,5
18937,Mount Livingstone,31307,hill,5
18938,Mount Lloyd,31308,hill,5
18939,Mount Lloyd,12965,hill,5
18940,Mount Lockett,31309,mountain,5
18941,Mount Lodge,31310,mountain,5
18942,Mount Longfellow,31311,hill,5
18943,Mount Longsight,31312,hill,5
18944,Mount Lookout,31313,hill,5
18945,Mount Lookup,31314,mountain,5
18946,Mount Lord,31315,mountain,5
18947,Mount Lort,31316,hill,5
18948,Mount Loughnan,31317,mountain,5
18949,Mount Lucia,31319,mountain,5
18950,Mount Lucia,31318,hill,5
18951,Mount Luna,31320,hill,5
18952,Mount Lunar,3752,hill,5
18953,Mount Luxmore,31321,hill,5
18954,Mount Lyall,31323,mountain,5
18955,Mount Lyall,31322,hill,5
18956,Mount Lyall,49608,mountain,5
18957,Mount Lycia,3753,hill,5
18958,Mount Lydia,31325,mountain,5
18959,Mount Lyell,31326,mountain,5
18960,Mount Lyford,31327,hill,5
18961,Mount Lyford Village,3754,locality,4
18962,Mount Lyndon,31328,hill,5
18963,Mount Lyttle,3755,hill,5
18964,Mount Mabel,31330,hill,5
18965,Mount Mabel,31329,hill,5
18966,Mount Maccoinnich,31331,mountain,5
18967,Mount MacDonald,31332,hill,5
18968,Mount Macfarlane,31333,hill,5
18969,Mount MacGregor,31334,hill,5
18970,Mount Mackenzie,31335,mountain,5
18971,Mount Mackenzie,55285,mountain,5
18972,Mount Mackenzie,3756,hill,5
18973,Mount MacKenzie/Pakihiwitahi,7356,hill,5
18974,Mount Madeline,31336,mountain,5
18975,Mount Magdalene,3757,hill,5
18976,Mount Maggie,31337,mountain,5
18977,Mount Mahere,31339,hill,5
18978,Mount Mainwaring,31340,hill,5
18979,Mount Maitland,31342,hill,5
18980,Mount Maitland,31341,hill,5
18981,Mount Major,31343,mountain,5
18982,Mount Makariri,31344,hill,5
18983,Mount Malcolm,31346,hill,5
18984,Mount Malcolm,31345,hill,5
18985,Mount Maling,31347,hill,5
18986,Mount Maling,31348,hill,5
18987,Mount Maling Creek,31349,stream,3
18988,Mount Malingson,31350,hill,5
18989,Mount Malita,31351,hill,5
18990,Mount Mallory,31352,hill,5
18991,Mount Malvern,31353,hill,5
18992,Mount Mangere,60037,hill,5
18993,Mount Mannering,12973,mountain,5
18994,Mount Mannering,31354,mountain,5
18995,Mount Manson,3758,hill,5
18996,Mount Mantell,31355,hill,5
18997,Mount Maori,31356,hill,5
18998,Mount Maoriri,3759,hill,5
18999,Mount Marchant,31358,mountain,5
19000,Mount Marchant,31357,mountain,5
19001,Mount Marchant Stream,31359,stream,3
19002,Mount Maria,31360,mountain,5
19003,Mount Marie,31361,hill,5
19004,Mount Marion,31362,hill,5
19005,Mount Marion,31363,hill,5
19006,Mount Marks,3760,mountain,5
19007,Mount Marsden,31364,hill,5
19008,Mount Marsh,31365,hill,5
19009,Mount Marshall,31366,mountain,5
19010,Mount Marshall,12975,mountain,5
19011,Mount Marshman,31367,hill,5
19012,Mount Martha,31368,mountain,5
19013,Mount Martin,31370,hill,5
19014,Mount Martin,31369,hill,5
19015,Mount Maruiwi,3761,hill,5
19016,Mount Mary,3762,hill,5
19017,Mount Mary,31371,hill,5
19018,Mount Mason,31373,hill,5
19019,Mount Mason,31372,hill,5
19020,Mount Mason,31374,mountain,5
19021,Mount Mason,12977,hill,5
19022,Mount Massey,31375,hill,5
19023,Mount Matawhero,31376,hill,5
19024,Mount Matheson,31377,hill,5
19025,Mount Matthews,31378,mountain,5
19026,Mount Maude,31380,hill,5
19027,Mount Maude,31379,mountain,5
19028,Mount Maunganui,31381,hill,5
19029,Mount Maunganui,31382,populated place,4
19030,Mount Maury,31383,hill,5
19031,Mount Mavora,31384,hill,5
19032,Mount Max,3764,hill,5
19033,Mount McCabe,3765,hill,5
19034,Mount McCartie,31385,hill,5
19035,Mount McCorley,31386,hill,5
19036,Mount McCormick,31387,mountain,5
19037,Mount McCullaugh,31388,mountain,5
19038,Mount McDonald,31389,hill,5
19039,Mount McDonald,31390,hill,5
19040,Mount McDonald,31391,hill,5
19041,Mount McDonald,12980,hill,5
19042,Mount McDougall,55377,hill,5
19043,Mount McGavock,31393,mountain,5
19044,Mount McGulsh,31394,mountain,5
19045,Mount McHardy,31395,mountain,5
19046,Mount McInerney,31396,hill,5
19047,Mount McIntosh,31398,hill,5
19048,Mount McIntosh,31397,hill,5
19049,Mount McIntosh,10544,hill,5
19050,Mount McKay,31399,hill,5
19051,Mount McKenzie,31400,mountain,5
19052,Mount McKenzie,50384,mountain,5
19053,Mount McKerrow,31401,hill,5
19054,Mount McKerrow,56944,mountain,5
19055,Mount McLaren,31402,mountain,5
19056,Mount McLean,31403,hill,5
19057,Mount McMahon,31405,hill,5
19058,Mount McMahon,31404,hill,5
19059,Mount McMillan,31406,mountain,5
19060,Mount McPherson,3767,hill,5
19061,Mount McRae,3768,hill,5
19062,Mount McRae,31408,hill,5
19063,Mount McRae,31407,mountain,5
19064,Mount McRae,31409,hill,5
19065,Mount McWhirter,31410,hill,5
19066,Mount Meany,31411,hill,5
19067,Mount Meares,31412,hill,5
19068,Mount Medhurst,31413,hill,5
19069,Mount Meehan,3769,hill,5
19070,Mount Meeson,31414,mountain,5
19071,Mount Melina,31415,hill,5
19072,Mount Memphis,31416,hill,5
19073,Mount Mendel,3770,hill,5
19074,Mount Menteath,31417,hill,5
19075,Mount Mera,31418,section of populated place,3
19076,Mount Messenger,31419,hill,5
19077,Mount Meta,31420,hill,5
19078,Mount Meyrick,31421,mountain,5
19079,Mount Micawber,31422,hill,5
19080,Mount Michael,31424,farmstead,5
19081,Mount Michael,31423,hill,5
19082,Mount Millington,31425,hill,5
19083,Mount Milne,3771,hill,5
19084,Mount Milne,31427,hill,5
19085,Mount Mirk,31428,hill,5
19086,Mount Miserable,31429,mountain,5
19087,Mount Misery,31442,hill,5
19088,Mount Misery,31430,hill,5
19089,Mount Misery,31431,hill,5
19090,Mount Misery,31445,mountain,5
19091,Mount Misery,59902,hill,5
19092,Mount Misery,50386,hill,5
19093,Mount Misery,50385,hill,5
19094,Mount Misery,31440,mountain,5
19095,Mount Misery,55296,hill,5
19096,Mount Misery,3772,hill,5
19097,Mount Misery,31432,hill,5
19098,Mount Misery,31438,mountain,5
19099,Mount Misery,31436,hill,5
19100,Mount Misery,31433,hill,5
19101,Mount Misery,31439,hill,5
19102,Mount Misery,31444,hill,5
19103,Mount Misery,31434,mountain,5
19104,Mount Misery,31443,hill,5
19105,Mount Misery,31437,hill,5
19106,Mount Misery,31435,hill,5
19107,Mount Misery Creek,31446,stream,3
19108,Mount Misery Stream,3773,stream,3
19109,Mount Mistake,31447,hill,5
19110,Mount Mitchell,31448,hill,5
19111,Mount Mitchell,31449,hill,5
19112,Mount Mitchell,11479,hill,5
19113,Mount Mitchelson,31450,hill,5
19114,Mount Miza,31451,hill,5
19115,Mount Moffat,31452,hill,5
19116,Mount Moir,3774,hill,5
19117,Mount Moka,31453,mountain,5
19118,Mount Moki,31454,hill,5
19119,Mount Moltke,31455,hill,5
19120,Mount Monotis,31456,hill,5
19121,Mount Monro,31457,hill,5
19122,Mount Montgomerie,3775,hill,5
19123,Mount Montgomery,3776,hill,5
19124,Mount Montgomery,50388,hill,5
19125,Mount Moreton,57186,hill,5
19126,Mount Morris,3777,hill,5
19127,Mount Morrison,3778,hill,5
19128,Mount Morrison,12993,mountain,5
19129,Mount Morse,31458,mountain,5
19130,Mount Motatapu,31459,hill,5
19131,Mount Moturau,3779,hill,5
19132,Mount Mueller,31460,mountain,5
19133,Mount Mueller,31461,hill,5
19134,Mount Muller,31462,hill,5
19135,Mount Munro,31463,hill,5
19136,Mount Muntz,31464,mountain,5
19137,Mount Murchison,31465,hill,5
19138,Mount Murchison,12996,mountain,5
19139,Mount Murchison,31466,mountain,5
19140,Mount Murray,31467,hill,5
19141,Mount Murray,31468,hill,5
19142,Mount Murray,12997,mountain,5
19143,Mount Murrell,31469,hill,5
19144,Mount Musgrave,31470,mountain,5
19145,Mount Myers,31471,hill,5
19146,Mount Mytton,31472,hill,5
19147,Mount Namu,3780,hill,5
19148,Mount Nantes,31473,hill,5
19149,Mount Napier,31474,hill,5
19150,Mount Napoleon,3781,hill,5
19151,Mount Nathan,31475,mountain,5
19152,Mount Neave,31476,mountain,5
19153,Mount Nerger,3782,hill,5
19154,Mount Nessing,3783,hill,5
19155,Mount Nessing,31478,locality,4
19156,Mount Neville,31479,hill,5
19157,Mount Newcombe,31480,hill,5
19158,Mount Newton,31481,hill,5
19159,Mount Newton,31482,mountain,5
19160,Mount Ngarahu,3784,hill,5
19161,Mount Ngauruhoe,31483,hill,5
19162,Mount Nicholas,31484,mountain,5
19163,Mount Nicholas,56275,farmstead,5
19164,Mount Nichols,31485,hill,5
19165,Mount Nihokohatu,3785,hill,5
19166,Mount Nimrod,13006,mountain,5
19167,Mount Nimrod,55308,mountain,5
19168,Mount Nimrod/Kaumira,7380,hill,5
19169,Mount Nob,31486,hill,5
19170,Mount Nobbler,31487,hill,5
19171,Mount Nobel,31488,hill,5
19172,Mount Noble,31490,hill,5
19173,Mount Noble,31489,hill,5
19174,Mount Nolan,31491,hill,5
19175,Mount Norris,50389,hill,5
19176,Mount Northampton,31492,hill,5
19177,Mount Northampton,13008,mountain,5
19178,Mount Northcroft,31493,hill,5
19179,Mount Northumberland,31494,hill,5
19180,Mount Notman,31495,hill,5
19181,Mount Novaro,31496,hill,5
19182,Mount Nox,31497,hill,5
19183,Mount Oakden,31498,mountain,5
19184,Mount Oates,31499,hill,5
19185,Mount O'Connor,31500,hill,5
19186,Mount O'Connor,31501,hill,5
19187,Mount O'Connor,31502,hill,5
19188,Mount Odell,31503,hill,5
19189,Mount Ohakiri,3787,hill,5
19190,Mount Oho,31504,mountain,5
19191,Mount Olaf,31505,hill,5
19192,Mount Olive,31506,mountain,5
19193,Mount Oliver,13012,mountain,5
19194,Mount Oliver,31507,hill,5
19195,Mount Oliver,31508,mountain,5
19196,Mount Ollivier,31509,hill,5
19197,Mount Olson,31510,hill,5
19198,Mount Olympus,31511,mountain,5
19199,Mount Olympus,11486,mountain,5
19200,Mount Olympus,31512,mountain,5
19201,Mount Olympus,31513,hill,5
19202,Mount O'Malley,31514,hill,5
19203,Mount Omaru,31515,hill,5
19204,Mount Oneone,31516,hill,5
19205,Mount Onslow,31517,mountain,5
19206,Mount Orau,3788,hill,5
19207,Mount Orotere,3789,hill,5
19208,Mount Orr,31519,mountain,5
19209,Mount Orr Stream,3790,stream,3
19210,Mount O'Shanessy,31520,mountain,5
19211,Mount Ossa,31521,mountain,5
19212,Mount Ostler,31522,hill,5
19213,Mount Oval,3791,hill,5
19214,Mount Overlook,31523,hill,5
19215,Mount Overlook,49313,hill,5
19216,Mount Owen,31525,hill,5
19217,Mount Owen,31524,hill,5
19218,Mount Oxford,3792,hill,5
19219,Mount Palm,31526,hill,5
19220,Mount Pan,31527,hill,5
19221,Mount Paris,49602,mountain,5
19222,Mount Park,31528,hill,5
19223,Mount Park,31529,hill,5
19224,Mount Park,31530,hill,5
19225,Mount Parker,31531,hill,5
19226,Mount Parker,13179,hill,5
19227,Mount Parker,31532,mountain,5
19228,Mount Parnassus,31533,mountain,5
19229,Mount Paske,31534,hill,5
19230,Mount Pasteur,3794,hill,5
19231,Mount Patanga,31535,hill,5
19232,Mount Paterson,31536,hill,5
19233,Mount Paterson,13015,mountain,5
19234,Mount Patriarch,50391,mountain,5
19235,Mount Patriarch,31539,hill,5
19236,Mount Patriarch,31537,hill,5
19237,Mount Patriarch,31538,hill,5
19238,Mount Patten,31540,mountain,5
19239,Mount Pattisson,3795,hill,5
19240,Mount Paul,31541,mountain,5
19241,Mount Paul,31542,hill,5
19242,Mount Paulina,31543,hill,5
19243,Mount Peaceful,31544,hill,5
19244,Mount Pearson,13018,hill,5
19245,Mount Pearson,31545,hill,5
19246,Mount Peary,3796,hill,5
19247,Mount Pecksniff,31546,hill,5
19248,Mount Peculiar,31547,hill,5
19249,Mount Peel,31549,mountain,5
19250,Mount Peel,31548,hill,5
19251,Mount Peel,31550,hill,5
19252,Mount Peel Creek,31551,stream,3
19253,Mount Pelion,31552,hill,5
19254,Mount Pember,31554,mountain,5
19255,Mount Pember,31553,hill,5
19256,Mount Pembroke,31555,mountain,5
19257,Mount Pender,31556,hill,5
19258,Mount Penneal,31557,hill,5
19259,Mount Percival,31559,hill,5
19260,Mount Percival,31558,mountain,5
19261,Mount Percy,31560,hill,5
19262,Mount Percy,31561,mountain,5
19263,Mount Percy Smith,31562,hill,5
19264,Mount Perry,31563,hill,5
19265,Mount Perseus,3797,hill,5
19266,Mount Peter,3798,hill,5
19267,Mount Peter,31566,mountain,5
19268,Mount Petermann,31567,hill,5
19269,Mount Peterson,31568,mountain,5
19270,Mount Peterson,49315,hill,5
19271,Mount Pfeifer,31569,mountain,5
19272,Mount Philipps,3799,hill,5
19273,Mount Philipps,3800,hill,5
19274,Mount Philistine,31570,hill,5
19275,Mount Phillips,13023,mountain,5
19276,Mount Phillips,31571,hill,5
19277,Mount Phillips,50393,mountain,5
19278,Mount Phillips,50392,mountain,5
19279,Mount Phyllis,3801,hill,5
19280,Mount Pickett,31573,hill,5
19281,Mount Pillans,31574,mountain,5
19282,Mount Piri,31575,mountain,5
19283,Mount Pisa,31577,locality,4
19284,Mount Pisa,31576,hill,5
19285,Mount Pisgah,31578,hill,5
19286,Mount Pisgah,31579,hill,5
19287,Mount Pisgah,50394,mountain,5
19288,Mount Plaisted,31580,mountain,5
19289,Mount Pleasant,31582,hill,5
19290,Mount Pleasant,31583,hill,5
19291,Mount Pleasant,31585,locality,4
19292,Mount Pleasant,31581,mountain,5
19293,Mount Pleasant,31584,farmstead,5
19294,Mount Pleasant,31586,populated place,4
19295,Mount Plenty,31587,hill,5
19296,Mount Pluvius,31588,hill,5
19297,Mount Pollock,31589,hill,5
19298,Mount Pollock,11496,hill,5
19299,Mount Pollux,31590,hill,5
19300,Mount Pope,31591,hill,5
19301,Mount Possession,31592,hill,5
19302,Mount Potts,31593,hill,5
19303,Mount Price,11498,mountain,5
19304,Mount Price,31594,mountain,5
19305,Mount Priestley,13026,hill,5
19306,Mount Priestley,3803,hill,5
19307,Mount Priestly,50395,mountain,5
19308,Mount Princess,31595,hill,5
19309,Mount Prospect,31596,mountain,5
19310,Mount Prospect,31597,mountain,5
19311,Mount Prospect,31598,hill,5
19312,Mount Pukanui,3804,hill,5
19313,Mount Purity,31599,hill,5
19314,Mount Puteketeke,31600,hill,5
19315,Mount Puttick,3805,hill,5
19316,Mount Pye,31601,hill,5
19317,Mount Pyke,31602,mountain,5
19318,Mount Quail,31603,hill,5
19319,Mount Raddle,3806,hill,5
19320,Mount Radiant,31604,mountain,5
19321,Mount Radove,31605,mountain,5
19322,Mount Ragan,31606,hill,5
19323,Mount Rakeahua,31607,hill,5
19324,Mount Ralph,31608,hill,5
19325,Mount Rameses,31609,hill,5
19326,Mount Ramsay,31610,hill,5
19327,Mount Ramsay,31612,hill,5
19328,Mount Ramsay,31611,hill,5
19329,Mount Rangatira,31613,hill,5
19330,Mount Rangitoto,31614,hill,5
19331,Mount Ranolf,31615,hill,5
19332,Mount Ranunculus,31616,hill,5
19333,Mount Raoulia,31617,hill,5
19334,Mount Reeves,31619,mountain,5
19335,Mount Reeves,31618,hill,5
19336,Mount Renegade,3807,hill,5
19337,Mount Repulse,31620,mountain,5
19338,Mount Reticence,3808,hill,5
19339,Mount Revelation,3809,hill,5
19340,Mount Reynolds,31621,hill,5
19341,Mount Richards,31623,hill,5
19342,Mount Richards,31624,locality,4
19343,Mount Richards,57149,locality,4
19344,Mount Richards,31622,hill,5
19345,Mount Richardson,31625,hill,5
19346,Mount Richardson,3810,hill,5
19347,Mount Richmond,31629,hill,5
19348,Mount Richmond,31628,hill,5
19349,Mount Richmond,31626,mountain,5
19350,Mount Richmond,31627,hill,5
19351,Mount Rigel,31630,hill,5
19352,Mount Riley,31631,mountain,5
19353,Mount Riley,31632,hill,5
19354,Mount Rimu,31633,hill,5
19355,Mount Rinopai,31634,hill,5
19356,Mount Rintoul,31635,mountain,5
19357,Mount Ritchie,31636,hill,5
19358,Mount Ritchie,49317,hill,5
19359,Mount Roa,31638,hill,5
19360,Mount Roa,31637,mountain,5
19361,Mount Robert,31639,hill,5
19362,Mount Roberts,31640,hill,5
19363,Mount Robertson,31641,mountain,5
19364,Mount Robertson,13038,mountain,5
19365,Mount Robinson,31643,hill,5
19366,Mount Robinson,13039,hill,5
19367,Mount Robinson,31642,hill,5
19368,Mount Rochfort,31644,hill,5
19369,Mount Roderick,31645,hill,5
19370,Mount Rolleston,31646,hill,5
19371,Mount Rollinson,31647,hill,5
19372,Mount Ronald Adair,31648,hill,5
19373,Mount Ronga,31649,mountain,5
19374,Mount Roon,31650,hill,5
19375,Mount Rosa,31652,mountain,5
19376,Mount Rosa,31653,mountain,5
19377,Mount Rosa,31651,hill,5
19378,Mount Rosamond,31654,hill,5
19379,Mount Rosebery,31655,hill,5
19380,Mount Roskill,31657,populated place,4
19381,Mount Roskill,31656,historical first-order administrative division,3
19382,Mount Ross,31664,hill,5
19383,Mount Ross,31661,mountain,5
19384,Mount Ross,31663,mountain,5
19385,Mount Ross,31658,mountain,5
19386,Mount Ross,31660,hill,5
19387,Mount Ross,31662,hill,5
19388,Mount Ross,31659,hill,5
19389,Mount Rouse,31665,hill,5
19390,Mount Row,3812,hill,5
19391,Mount Rowe,3813,hill,5
19392,Mount Royal,3814,hill,5
19393,Mount Royal,31668,mountain,5
19394,Mount Royal,31669,mountain,5
19395,Mount Ruapehu,3815,hill,5
19396,Mount Rudolf,31670,hill,5
19397,Mount Ruera,31671,hill,5
19398,Mount Russel,31672,hill,5
19399,Mount Rutherford,3817,hill,5
19400,Mount Rutland,31673,hill,5
19401,Mount Rutland,31674,mountain,5
19402,Mount Ryall,31675,hill,5
19403,Mount Sadd,31676,hill,5
19404,Mount Saint Andrew,31677,hill,5
19405,Mount Saint Bathans,31678,mountain,5
19406,Mount Saint Bernard,31679,hill,5
19407,Mount Saint Cuthbert,31680,hill,5
19408,Mount Saint George,31681,hill,5
19409,Mount Saint John,31682,hill,5
19410,Mount Saint Just,31683,hill,5
19411,Mount Saint Mary,31684,mountain,5
19412,Mount Saint Patrick,31686,mountain,5
19413,Mount Saint Patrick,31685,hill,5
19414,Mount Sale,31687,hill,5
19415,Mount Salmond,31688,hill,5
19416,Mount Saul,3818,hill,5
19417,Mount Saul,59903,hill,5
19418,Mount Saunders,31689,hill,5
19419,Mount Saunders,13048,mountain,5
19420,Mount Scaife,31690,hill,5
19421,Mount Scarlett,31691,hill,5
19422,Mount Schiehallion,3819,hill,5
19423,Mount Scott,31694,hill,5
19424,Mount Scott,31695,hill,5
19425,Mount Scott,31692,hill,5
19426,Mount Scott,31696,mountain,5
19427,Mount Scott,31693,hill,5
19428,Mount Scott,3820,hill,5
19429,Mount Sealy,31697,mountain,5
19430,Mount Sebastopol,31698,mountain,5
19431,Mount Seddon,31699,hill,5
19432,Mount Sefton,31700,hill,5
19433,Mount Selborne,3821,hill,5
19434,Mount Selfe,31701,mountain,5
19435,Mount Selwyn,31702,hill,5
19436,Mount Seymour,31703,hill,5
19437,Mount Shewell,31704,mountain,5
19438,Mount Shrimpton,31705,hill,5
19439,Mount Shrives,3822,hill,5
19440,Mount Shyness,3823,hill,5
19441,Mount Sibbald,31706,mountain,5
19442,Mount Sinclair,31709,mountain,5
19443,Mount Sinclair,31708,hill,5
19444,Mount Sinclair,31707,hill,5
19445,Mount Skedaddle,31710,mountain,5
19446,Mount Skiddaw,31711,mountain,5
19447,Mount Smart,31712,hill,5
19448,Mount Smith,31713,mountain,5
19449,Mount Smith,31714,hill,5
19450,Mount Smith,49080,mountain,5
19451,Mount Smyth,31715,mountain,5
19452,Mount Snodgrass,31716,hill,5
19453,Mount Snowdon,3824,hill,5
19454,Mount Soaker,31717,mountain,5
19455,Mount Sodom,31718,hill,5
19456,Mount Soho,31719,mountain,5
19457,Mount Solitary,31720,hill,5
19458,Mount Solution,31721,hill,5
19459,Mount Somers,31723,locality,4
19460,Mount Somers,31722,hill,5
19461,Mount Somers Range,31724,mountains,2
19462,Mount Sparrman,31725,mountain,5
19463,Mount Speight,31726,hill,5
19464,Mount Spence,31727,hill,5
19465,Mount Spencer,31729,hill,5
19466,Mount Spencer,31728,hill,5
19467,Mount Split Open,31730,hill,5
19468,Mount Stace,31731,hill,5
19469,Mount Stafford,31732,hill,5
19470,Mount Stalker,31733,mountain,5
19471,Mount Stanley,31734,mountain,5
19472,Mount Stanley,31735,hill,5
19473,Mount Stanley,13059,hill,5
19474,Mount Stapp,31736,hill,5
19475,Mount Star,31737,mountain,5
19476,Mount Starveall,31738,mountain,5
19477,Mount Steele,31739,mountain,5
19478,Mount Steele,11531,mountain,5
19479,Mount Stephen,3825,hill,5
19480,Mount Stephen,56777,hill,5
19481,Mount Stephenson,31740,hill,5
19482,Mount Stevens,31741,hill,5
19483,Mount Stevenson,31742,hill,5
19484,Mount Stevenson,31743,mountain,5
19485,Mount Stewart,31746,mountain,5
19486,Mount Stewart,31744,mountain,5
19487,Mount Stewart,31745,mountain,5
19488,Mount Stewart,10553,mountain,5
19489,Mount Stockton,31747,mountain,5
19490,Mount Stoddart,31748,hill,5
19491,Mount Stoker,31749,mountain,5
19492,Mount Stoker,31750,farmstead,5
19493,Mount Stokes,31751,mountain,5
19494,Mount Storm,31752,hill,5
19495,Mount Stout,31753,hill,5
19496,Mount Strachan,31754,mountain,5
19497,Mount Stratford,58410,hill,5
19498,Mount Strauchon,31755,hill,5
19499,Mount Stuart,31757,hill,5
19500,Mount Stuart,31756,hill,5
19501,Mount Stuart,58411,hill,5
19502,Mount Stuart,31758,locality,4
19503,Mount Stuart,13061,locality,4
19504,Mount Studholme,31759,hill,5
19505,Mount Styche,31760,mountain,5
19506,Mount Sugarloaf,31761,hill,5
19507,Mount Sunday,31763,hill,5
19508,Mount Sunday,31762,hill,5
19509,Mount Suter,31764,hill,5
19510,Mount Sutherland,31765,hill,5
19511,Mount Sutherland,10555,mountain,5
19512,Mount Sutton,31766,mountain,5
19513,Mount Sutton,3826,hill,5
19514,Mount Sutton-Turner,31767,hill,5
19515,Mount Swindle,31768,mountain,5
19516,Mount Sydney,31769,hill,5
19517,Mount Sydney King,3827,hill,5
19518,Mount Syme,31771,hill,5
19519,Mount Symons,31772,mountain,5
19520,Mount Tako,31773,hill,5
19521,Mount Talbot,3828,hill,5
19522,Mount Taliessin,31775,hill,5
19523,Mount Tamaki,3829,hill,5
19524,Mount Tancred,31776,hill,5
19525,Mount Tanilba,31777,hill,5
19526,Mount Tarapuhi,3831,hill,5
